,community,previous_month_graffiti,previous_month_potholes,previous_month,year_previous,month_previous,realized_crime,true_month
2797,BRIDGEPORT,166.0,41.0,2018-04-01,2018,4,151,2018-05-01
2798,SOUTH SHORE,10.0,107.0,2018-04-01,2018,4,800,2018-05-01
2799,NEW CITY,157.0,57.0,2018-04-01,2018,4,396,2018-05-01
2800,BRIGHTON PARK,524.0,93.0,2018-04-01,2018,4,184,2018-05-01
2801,WEST TOWN,867.0,192.0,2018-04-01,2018,4,700,2018-05-01
2802,PORTAGE PARK,113.0,107.0,2018-04-01,2018,4,291,2018-05-01
2803,NEAR SOUTH SIDE,25.0,45.0,2018-05-01,2018,5,198,2018-06-01
2804,AVALON PARK,3.0,19.0,2018-05-01,2018,5,98,2018-06-01
2805,GARFIELD RIDGE,46.0,162.0,2018-05-01,2018,5,184,2018-06-01
2806,WEST GARFIELD PARK,29.0,14.0,2018-05-01,2018,5,518,2018-06-01
2807,EAST GARFIELD PARK,25.0,30.0,2018-05-01,2018,5,418,2018-06-01
2808,MORGAN PARK,29.0,69.0,2018-05-01,2018,5,213,2018-06-01
2809,CALUMET HEIGHTS,9.0,25.0,2018-05-01,2018,5,141,2018-06-01
2810,WEST PULLMAN,9.0,38.0,2018-05-01,2018,5,385,2018-06-01
2811,WOODLAWN,5.0,20.0,2018-05-01,2018,5,383,2018-06-01
2812,GREATER GRAND CROSSING,5.0,42.0,2018-05-01,2018,5,558,2018-06-01
2813,CHATHAM,2.0,29.0,2018-05-01,2018,5,629,2018-06-01
2814,ROSELAND,9.0,66.0,2018-05-01,2018,5,672,2018-06-01
2815,NEAR NORTH SIDE,192.0,176.0,2018-05-01,2018,5,1163,2018-06-01
2816,BRIDGEPORT,199.0,48.0,2018-05-01,2018,5,129,2018-06-01
2817,WEST RIDGE,96.0,100.0,2018-05-01,2018,5,282,2018-06-01
2818,LINCOLN SQUARE,460.0,58.0,2018-05-01,2018,5,167,2018-06-01
2819,WEST ELSDON,126.0,53.0,2018-05-01,2018,5,91,2018-06-01
2820,SOUTH DEERING,14.0,38.0,2018-05-01,2018,5,150,2018-06-01
2821,DOUGLAS,4.0,16.0,2018-05-01,2018,5,250,2018-06-01
2822,SOUTH CHICAGO,33.0,49.0,2018-05-01,2018,5,388,2018-06-01
2823,MOUNT GREENWOOD,29.0,40.0,2018-05-01,2018,5,46,2018-06-01
2824,NORTH LAWNDALE,60.0,45.0,2018-05-01,2018,5,862,2018-06-01
2825,JEFFERSON PARK,29.0,60.0,2018-05-01,2018,5,94,2018-06-01
2826,KENWOOD,3.0,13.0,2018-05-01,2018,5,148,2018-06-01
2827,FOREST GLEN,13.0,96.0,2018-05-01,2018,5,32,2018-06-01
2828,AUSTIN,72.0,194.0,2018-05-01,2018,5,1325,2018-06-01
2829,ENGLEWOOD,39.0,36.0,2018-05-01,2018,5,564,2018-06-01
2830,WASHINGTON HEIGHTS,38.0,42.0,2018-05-01,2018,5,314,2018-06-01
2831,HERMOSA,197.0,30.0,2018-05-01,2018,5,130,2018-06-01
2832,BRIGHTON PARK,461.0,35.0,2018-05-01,2018,5,182,2018-06-01
2833,WEST LAWN,78.0,158.0,2018-05-01,2018,5,142,2018-06-01
2834,ROGERS PARK,152.0,238.0,2018-05-01,2018,5,344,2018-06-01
2835,UPTOWN,203.0,35.0,2018-05-01,2018,5,328,2018-06-01
2836,ARCHER HEIGHTS,130.0,20.0,2018-05-01,2018,5,71,2018-06-01
2837,NORTH PARK,68.0,28.0,2018-05-01,2018,5,91,2018-06-01
2838,HYDE PARK,21.0,39.0,2018-05-01,2018,5,158,2018-06-01
2839,EDGEWATER,123.0,79.0,2018-05-01,2018,5,273,2018-06-01
2840,SOUTH SHORE,10.0,67.0,2018-05-01,2018,5,789,2018-06-01
2841,FULLER PARK,8.0,2.0,2018-05-01,2018,5,91,2018-06-01
2842,ARMOUR SQUARE,91.0,23.0,2018-05-01,2018,5,101,2018-06-01
2843,ALBANY PARK,233.0,58.0,2018-05-01,2018,5,220,2018-06-01
2844,BELMONT CRAGIN,246.0,129.0,2018-05-01,2018,5,339,2018-06-01
2845,WEST TOWN,929.0,170.0,2018-05-01,2018,5,650,2018-06-01
2846,WEST ENGLEWOOD,90.0,47.0,2018-05-01,2018,5,624,2018-06-01
2847,CLEARING,10.0,85.0,2018-05-01,2018,5,90,2018-06-01
2848,IRVING PARK,248.0,79.0,2018-05-01,2018,5,241,2018-06-01
2849,OHARE,22.0,37.0,2018-05-01,2018,5,151,2018-06-01
2850,BEVERLY,28.0,50.0,2018-05-01,2018,5,99,2018-06-01
2851,WASHINGTON PARK,8.0,7.0,2018-05-01,2018,5,336,2018-06-01
2852,HUMBOLDT PARK,163.0,73.0,2018-05-01,2018,5,708,2018-06-01
2853,EAST SIDE,41.0,38.0,2018-05-01,2018,5,98,2018-06-01
2854,NEAR WEST SIDE,322.0,131.0,2018-05-01,2018,5,897,2018-06-01
2855,LINCOLN PARK,393.0,95.0,2018-05-01,2018,5,446,2018-06-01
2856,MONTCLARE,19.0,24.0,2018-05-01,2018,5,51,2018-06-01
2857,ASHBURN,98.0,71.0,2018-05-01,2018,5,242,2018-06-01
2858,NORWOOD PARK,26.0,102.0,2018-05-01,2018,5,115,2018-06-01
2859,MCKINLEY PARK,410.0,27.0,2018-05-01,2018,5,99,2018-06-01
2860,GAGE PARK,259.0,53.0,2018-05-01,2018,5,199,2018-06-01
2861,SOUTH LAWNDALE,515.0,88.0,2018-05-01,2018,5,435,2018-06-01
2862,LAKE VIEW,498.0,91.0,2018-05-01,2018,5,575,2018-06-01
2863,NEW CITY,235.0,32.0,2018-05-01,2018,5,422,2018-06-01
2864,AUBURN GRESHAM,72.0,143.0,2018-05-01,2018,5,641,2018-06-01
2865,LOGAN SQUARE,989.0,88.0,2018-05-01,2018,5,467,2018-06-01
2866,NORTH CENTER,613.0,39.0,2018-05-01,2018,5,101,2018-06-01
2867,LOOP,176.0,93.0,2018-05-01,2018,5,920,2018-06-01
2868,PORTAGE PARK,163.0,127.0,2018-05-01,2018,5,269,2018-06-01
2869,GRAND BOULEVARD,12.0,18.0,2018-05-01,2018,5,299,2018-06-01
2870,LOWER WEST SIDE,564.0,77.0,2018-05-01,2018,5,192,2018-06-01
2871,AVONDALE,481.0,44.0,2018-05-01,2018,5,177,2018-06-01
2872,DUNNING,22.0,94.0,2018-05-01,2018,5,127,2018-06-01
2873,CHICAGO LAWN,160.0,60.0,2018-05-01,2018,5,504,2018-06-01
2874,OHARE,15.0,27.0,2018-06-01,2018,6,143,2018-07-01
2875,MONTCLARE,55.0,15.0,2018-06-01,2018,6,62,2018-07-01
2876,HYDE PARK,6.0,31.0,2018-06-01,2018,6,227,2018-07-01
2877,NORTH PARK,41.0,24.0,2018-06-01,2018,6,77,2018-07-01
2878,NORWOOD PARK,28.0,131.0,2018-06-01,2018,6,103,2018-07-01
2879,DUNNING,111.0,81.0,2018-06-01,2018,6,131,2018-07-01
2880,HEGEWISCH,2.0,4.0,2018-06-01,2018,6,63,2018-07-01
2881,CHATHAM,3.0,59.0,2018-06-01,2018,6,632,2018-07-01
2882,WOODLAWN,4.0,11.0,2018-06-01,2018,6,314,2018-07-01
2883,GRAND BOULEVARD,20.0,11.0,2018-06-01,2018,6,311,2018-07-01
2884,FOREST GLEN,3.0,61.0,2018-06-01,2018,6,45,2018-07-01
2885,KENWOOD,3.0,13.0,2018-06-01,2018,6,142,2018-07-01
2886,GREATER GRAND CROSSING,2.0,70.0,2018-06-01,2018,6,602,2018-07-01
2887,WASHINGTON PARK,1.0,6.0,2018-06-01,2018,6,277,2018-07-01
2888,SOUTH SHORE,2.0,93.0,2018-06-01,2018,6,814,2018-07-01
2889,ARMOUR SQUARE,39.0,15.0,2018-06-01,2018,6,104,2018-07-01
2890,SOUTH DEERING,19.0,52.0,2018-06-01,2018,6,164,2018-07-01
2891,DOUGLAS,9.0,29.0,2018-06-01,2018,6,227,2018-07-01
2892,WEST RIDGE,79.0,74.0,2018-06-01,2018,6,358,2018-07-01
2893,EAST SIDE,27.0,30.0,2018-06-01,2018,6,107,2018-07-01
2894,BEVERLY,49.0,19.0,2018-06-01,2018,6,99,2018-07-01
2895,JEFFERSON PARK,35.0,45.0,2018-06-01,2018,6,89,2018-07-01
2896,CALUMET HEIGHTS,8.0,51.0,2018-06-01,2018,6,119,2018-07-01
2897,WEST LAWN,58.0,31.0,2018-06-01,2018,6,155,2018-07-01
2898,NORTH LAWNDALE,45.0,53.0,2018-06-01,2018,6,903,2018-07-01
2899,NEAR SOUTH SIDE,25.0,19.0,2018-06-01,2018,6,181,2018-07-01
2900,CLEARING,95.0,55.0,2018-06-01,2018,6,108,2018-07-01
2901,WEST GARFIELD PARK,42.0,9.0,2018-06-01,2018,6,509,2018-07-01
2902,FULLER PARK,15.0,8.0,2018-06-01,2018,6,72,2018-07-01
2903,ENGLEWOOD,19.0,25.0,2018-06-01,2018,6,634,2018-07-01
2904,AUSTIN,69.0,164.0,2018-06-01,2018,6,1508,2018-07-01
2905,SOUTH LAWNDALE,482.0,111.0,2018-06-01,2018,6,417,2018-07-01
2906,MORGAN PARK,12.0,63.0,2018-06-01,2018,6,185,2018-07-01
2907,ROGERS PARK,160.0,25.0,2018-06-01,2018,6,400,2018-07-01
2908,NEAR WEST SIDE,300.0,162.0,2018-06-01,2018,6,907,2018-07-01
2909,LOOP,192.0,98.0,2018-06-01,2018,6,930,2018-07-01
2910,NORTH CENTER,272.0,47.0,2018-06-01,2018,6,128,2018-07-01
2911,SOUTH CHICAGO,19.0,37.0,2018-06-01,2018,6,384,2018-07-01
2912,BELMONT CRAGIN,152.0,79.0,2018-06-01,2018,6,395,2018-07-01
2913,NEAR NORTH SIDE,145.0,108.0,2018-06-01,2018,6,1252,2018-07-01
2914,WASHINGTON HEIGHTS,24.0,47.0,2018-06-01,2018,6,296,2018-07-01
2915,GARFIELD RIDGE,357.0,80.0,2018-06-01,2018,6,218,2018-07-01
2916,EAST GARFIELD PARK,30.0,37.0,2018-06-01,2018,6,467,2018-07-01
2917,AUBURN GRESHAM,56.0,52.0,2018-06-01,2018,6,710,2018-07-01
2918,AVALON PARK,5.0,32.0,2018-06-01,2018,6,96,2018-07-01
2919,HUMBOLDT PARK,209.0,65.0,2018-06-01,2018,6,741,2018-07-01
2920,CHICAGO LAWN,97.0,36.0,2018-06-01,2018,6,547,2018-07-01
2921,LOGAN SQUARE,703.0,79.0,2018-06-01,2018,6,472,2018-07-01
2922,BRIDGEPORT,165.0,30.0,2018-06-01,2018,6,130,2018-07-01
2923,LINCOLN PARK,251.0,82.0,2018-06-01,2018,6,454,2018-07-01
2924,WEST ENGLEWOOD,33.0,36.0,2018-06-01,2018,6,736,2018-07-01
2925,LINCOLN SQUARE,379.0,36.0,2018-06-01,2018,6,164,2018-07-01
2926,EDGEWATER,134.0,29.0,2018-06-01,2018,6,253,2018-07-01
2927,GAGE PARK,242.0,45.0,2018-06-01,2018,6,201,2018-07-01
2928,WEST TOWN,818.0,146.0,2018-06-01,2018,6,645,2018-07-01
2929,ROSELAND,23.0,46.0,2018-06-01,2018,6,660,2018-07-01
2930,HERMOSA,126.0,10.0,2018-06-01,2018,6,142,2018-07-01
2931,PORTAGE PARK,119.0,94.0,2018-06-01,2018,6,258,2018-07-01
2932,BRIGHTON PARK,483.0,50.0,2018-06-01,2018,6,220,2018-07-01
2933,LOWER WEST SIDE,451.0,91.0,2018-06-01,2018,6,218,2018-07-01
2934,ALBANY PARK,172.0,72.0,2018-06-01,2018,6,218,2018-07-01
2935,UPTOWN,261.0,29.0,2018-06-01,2018,6,361,2018-07-01
2936,ARCHER HEIGHTS,156.0,20.0,2018-06-01,2018,6,83,2018-07-01
2937,MCKINLEY PARK,286.0,36.0,2018-06-01,2018,6,109,2018-07-01
2938,WEST ELSDON,147.0,15.0,2018-06-01,2018,6,97,2018-07-01
2939,LAKE VIEW,634.0,77.0,2018-06-01,2018,6,569,2018-07-01
2940,AVONDALE,401.0,58.0,2018-06-01,2018,6,218,2018-07-01
2941,ASHBURN,102.0,88.0,2018-06-01,2018,6,223,2018-07-01
2942,NEW CITY,171.0,25.0,2018-06-01,2018,6,440,2018-07-01
2943,WEST PULLMAN,10.0,43.0,2018-06-01,2018,6,380,2018-07-01
2944,IRVING PARK,282.0,60.0,2018-06-01,2018,6,271,2018-07-01
2945,CHATHAM,4.0,42.0,2018-07-01,2018,7,647,2018-08-01
2946,WEST PULLMAN,6.0,57.0,2018-07-01,2018,7,410,2018-08-01
2947,KENWOOD,8.0,7.0,2018-07-01,2018,7,117,2018-08-01
2948,CALUMET HEIGHTS,1.0,16.0,2018-07-01,2018,7,136,2018-08-01
2949,AVALON PARK,1.0,26.0,2018-07-01,2018,7,102,2018-08-01
2950,MORGAN PARK,2.0,47.0,2018-07-01,2018,7,170,2018-08-01
2951,BURNSIDE,1.0,3.0,2018-07-01,2018,7,34,2018-08-01
2952,WASHINGTON HEIGHTS,23.0,34.0,2018-07-01,2018,7,273,2018-08-01
2953,ASHBURN,84.0,117.0,2018-07-01,2018,7,226,2018-08-01
2954,SOUTH CHICAGO,13.0,53.0,2018-07-01,2018,7,431,2018-08-01
2955,HYDE PARK,20.0,33.0,2018-07-01,2018,7,187,2018-08-01
2956,ARMOUR SQUARE,67.0,9.0,2018-07-01,2018,7,88,2018-08-01
2957,FULLER PARK,4.0,10.0,2018-07-01,2018,7,68,2018-08-01
2958,WOODLAWN,3.0,17.0,2018-07-01,2018,7,349,2018-08-01
2959,ROSELAND,20.0,77.0,2018-07-01,2018,7,655,2018-08-01
2960,GRAND BOULEVARD,26.0,15.0,2018-07-01,2018,7,317,2018-08-01
2961,SOUTH DEERING,9.0,44.0,2018-07-01,2018,7,170,2018-08-01
2962,WEST GARFIELD PARK,29.0,28.0,2018-07-01,2018,7,544,2018-08-01
2963,HEGEWISCH,8.0,12.0,2018-07-01,2018,7,74,2018-08-01
2964,WASHINGTON PARK,5.0,9.0,2018-07-01,2018,7,235,2018-08-01
2965,NEAR SOUTH SIDE,53.0,16.0,2018-07-01,2018,7,171,2018-08-01
2966,NORTH CENTER,434.0,35.0,2018-07-01,2018,7,101,2018-08-01
2967,FOREST GLEN,12.0,76.0,2018-07-01,2018,7,42,2018-08-01
2968,WEST ENGLEWOOD,28.0,22.0,2018-07-01,2018,7,729,2018-08-01
2969,EDGEWATER,209.0,35.0,2018-07-01,2018,7,289,2018-08-01
2970,UPTOWN,160.0,19.0,2018-07-01,2018,7,349,2018-08-01
2971,ALBANY PARK,283.0,45.0,2018-07-01,2018,7,196,2018-08-01
2972,MCKINLEY PARK,315.0,23.0,2018-07-01,2018,7,94,2018-08-01
2973,AUBURN GRESHAM,24.0,89.0,2018-07-01,2018,7,672,2018-08-01
2974,NORTH PARK,74.0,44.0,2018-07-01,2018,7,98,2018-08-01
2975,IRVING PARK,328.0,96.0,2018-07-01,2018,7,234,2018-08-01
2976,DOUGLAS,12.0,18.0,2018-07-01,2018,7,258,2018-08-01
2977,BEVERLY,12.0,53.0,2018-07-01,2018,7,84,2018-08-01
2978,OHARE,8.0,11.0,2018-07-01,2018,7,167,2018-08-01
2979,CLEARING,7.0,59.0,2018-07-01,2018,7,97,2018-08-01
2980,DUNNING,21.0,52.0,2018-07-01,2018,7,144,2018-08-01
2981,BRIDGEPORT,104.0,23.0,2018-07-01,2018,7,128,2018-08-01
2982,HERMOSA,40.0,28.0,2018-07-01,2018,7,123,2018-08-01
2983,ARCHER HEIGHTS,158.0,14.0,2018-07-01,2018,7,75,2018-08-01
2984,GARFIELD RIDGE,35.0,78.0,2018-07-01,2018,7,195,2018-08-01
2985,NEAR NORTH SIDE,130.0,112.0,2018-07-01,2018,7,1302,2018-08-01
2986,WEST RIDGE,76.0,138.0,2018-07-01,2018,7,337,2018-08-01
2987,BELMONT CRAGIN,170.0,50.0,2018-07-01,2018,7,369,2018-08-01
2988,AUSTIN,65.0,147.0,2018-07-01,2018,7,1424,2018-08-01
2989,NEW CITY,169.0,39.0,2018-07-01,2018,7,413,2018-08-01
2990,CHICAGO LAWN,140.0,52.0,2018-07-01,2018,7,529,2018-08-01
2991,HUMBOLDT PARK,186.0,43.0,2018-07-01,2018,7,779,2018-08-01
2992,MONTCLARE,13.0,12.0,2018-07-01,2018,7,64,2018-08-01
2993,ROGERS PARK,102.0,21.0,2018-07-01,2018,7,404,2018-08-01
2994,WEST ELSDON,150.0,35.0,2018-07-01,2018,7,100,2018-08-01
2995,JEFFERSON PARK,43.0,38.0,2018-07-01,2018,7,88,2018-08-01
2996,SOUTH SHORE,3.0,69.0,2018-07-01,2018,7,838,2018-08-01
2997,EAST GARFIELD PARK,64.0,16.0,2018-07-01,2018,7,467,2018-08-01
2998,SOUTH LAWNDALE,429.0,132.0,2018-07-01,2018,7,405,2018-08-01
2999,LINCOLN SQUARE,562.0,43.0,2018-07-01,2018,7,186,2018-08-01
3000,NORWOOD PARK,84.0,87.0,2018-07-01,2018,7,116,2018-08-01
3001,BRIGHTON PARK,439.0,84.0,2018-07-01,2018,7,194,2018-08-01
3002,PORTAGE PARK,114.0,101.0,2018-07-01,2018,7,274,2018-08-01
3003,GAGE PARK,352.0,40.0,2018-07-01,2018,7,162,2018-08-01
3004,EAST SIDE,61.0,20.0,2018-07-01,2018,7,117,2018-08-01
3005,ENGLEWOOD,13.0,31.0,2018-07-01,2018,7,623,2018-08-01
3006,AVONDALE,392.0,31.0,2018-07-01,2018,7,187,2018-08-01
3007,NORTH LAWNDALE,65.0,67.0,2018-07-01,2018,7,927,2018-08-01
3008,LAKE VIEW,458.0,69.0,2018-07-01,2018,7,616,2018-08-01
3009,LOWER WEST SIDE,441.0,65.0,2018-07-01,2018,7,228,2018-08-01
3010,NEAR WEST SIDE,191.0,142.0,2018-07-01,2018,7,898,2018-08-01
3011,LINCOLN PARK,259.0,88.0,2018-07-01,2018,7,474,2018-08-01
3012,GREATER GRAND CROSSING,7.0,76.0,2018-07-01,2018,7,607,2018-08-01
3013,WEST TOWN,944.0,149.0,2018-07-01,2018,7,720,2018-08-01
3014,WEST LAWN,53.0,109.0,2018-07-01,2018,7,168,2018-08-01
3015,LOOP,238.0,104.0,2018-07-01,2018,7,1151,2018-08-01
3016,LOGAN SQUARE,861.0,109.0,2018-07-01,2018,7,440,2018-08-01
3017,CLEARING,12.0,41.0,2018-08-01,2018,8,66,2018-09-01
3018,NORTH PARK,28.0,33.0,2018-08-01,2018,8,76,2018-09-01
3019,GREATER GRAND CROSSING,15.0,32.0,2018-08-01,2018,8,583,2018-09-01
3020,MOUNT GREENWOOD,1.0,39.0,2018-08-01,2018,8,59,2018-09-01
3021,HYDE PARK,10.0,26.0,2018-08-01,2018,8,149,2018-09-01
3022,MORGAN PARK,3.0,26.0,2018-08-01,2018,8,193,2018-09-01
3023,GRAND BOULEVARD,6.0,11.0,2018-08-01,2018,8,258,2018-09-01
3024,WOODLAWN,2.0,10.0,2018-08-01,2018,8,298,2018-09-01
3025,AVALON PARK,2.0,27.0,2018-08-01,2018,8,104,2018-09-01
3026,OHARE,4.0,31.0,2018-08-01,2018,8,142,2018-09-01
3027,EAST GARFIELD PARK,51.0,33.0,2018-08-01,2018,8,433,2018-09-01
3028,CHATHAM,2.0,45.0,2018-08-01,2018,8,544,2018-09-01
3029,DOUGLAS,5.0,10.0,2018-08-01,2018,8,258,2018-09-01
3030,SOUTH DEERING,14.0,17.0,2018-08-01,2018,8,145,2018-09-01
3031,SOUTH SHORE,8.0,48.0,2018-08-01,2018,8,776,2018-09-01
3032,FULLER PARK,10.0,13.0,2018-08-01,2018,8,93,2018-09-01
3033,DUNNING,43.0,72.0,2018-08-01,2018,8,108,2018-09-01
3034,HEGEWISCH,8.0,6.0,2018-08-01,2018,8,55,2018-09-01
3035,WASHINGTON PARK,23.0,12.0,2018-08-01,2018,8,212,2018-09-01
3036,ENGLEWOOD,12.0,18.0,2018-08-01,2018,8,537,2018-09-01
3037,BURNSIDE,1.0,8.0,2018-08-01,2018,8,42,2018-09-01
3038,KENWOOD,4.0,27.0,2018-08-01,2018,8,106,2018-09-01
3039,WEST GARFIELD PARK,20.0,16.0,2018-08-01,2018,8,477,2018-09-01
3040,BEVERLY,6.0,20.0,2018-08-01,2018,8,73,2018-09-01
3041,MONTCLARE,50.0,10.0,2018-08-01,2018,8,55,2018-09-01
3042,LOWER WEST SIDE,758.0,63.0,2018-08-01,2018,8,218,2018-09-01
3043,ASHBURN,46.0,24.0,2018-08-01,2018,8,202,2018-09-01
3044,NEAR WEST SIDE,332.0,126.0,2018-08-01,2018,8,837,2018-09-01
3045,NEW CITY,119.0,40.0,2018-08-01,2018,8,348,2018-09-01
3046,SOUTH CHICAGO,7.0,26.0,2018-08-01,2018,8,364,2018-09-01
3047,LOOP,257.0,80.0,2018-08-01,2018,8,874,2018-09-01
3048,LINCOLN PARK,196.0,49.0,2018-08-01,2018,8,482,2018-09-01
3049,WASHINGTON HEIGHTS,27.0,24.0,2018-08-01,2018,8,299,2018-09-01
3050,AUSTIN,49.0,108.0,2018-08-01,2018,8,1274,2018-09-01
3051,WEST PULLMAN,10.0,45.0,2018-08-01,2018,8,357,2018-09-01
3052,ROGERS PARK,169.0,31.0,2018-08-01,2018,8,351,2018-09-01
3053,NEAR NORTH SIDE,176.0,97.0,2018-08-01,2018,8,1145,2018-09-01
3054,ARMOUR SQUARE,82.0,7.0,2018-08-01,2018,8,100,2018-09-01
3055,NORTH LAWNDALE,80.0,31.0,2018-08-01,2018,8,861,2018-09-01
3056,AUBURN GRESHAM,17.0,31.0,2018-08-01,2018,8,654,2018-09-01
3057,GAGE PARK,371.0,16.0,2018-08-01,2018,8,148,2018-09-01
3058,ARCHER HEIGHTS,188.0,24.0,2018-08-01,2018,8,81,2018-09-01
3059,BRIDGEPORT,179.0,19.0,2018-08-01,2018,8,125,2018-09-01
3060,NORTH CENTER,350.0,57.0,2018-08-01,2018,8,126,2018-09-01
3061,SOUTH LAWNDALE,447.0,39.0,2018-08-01,2018,8,423,2018-09-01
3062,JEFFERSON PARK,50.0,41.0,2018-08-01,2018,8,92,2018-09-01
3063,ALBANY PARK,248.0,23.0,2018-08-01,2018,8,208,2018-09-01
3064,MCKINLEY PARK,376.0,4.0,2018-08-01,2018,8,72,2018-09-01
3065,EAST SIDE,44.0,15.0,2018-08-01,2018,8,80,2018-09-01
3066,WEST ELSDON,144.0,31.0,2018-08-01,2018,8,93,2018-09-01
3067,WEST LAWN,83.0,71.0,2018-08-01,2018,8,149,2018-09-01
3068,HUMBOLDT PARK,148.0,35.0,2018-08-01,2018,8,727,2018-09-01
3069,FOREST GLEN,34.0,52.0,2018-08-01,2018,8,40,2018-09-01
3070,LAKE VIEW,607.0,68.0,2018-08-01,2018,8,564,2018-09-01
3071,GARFIELD RIDGE,50.0,47.0,2018-08-01,2018,8,198,2018-09-01
3072,NORWOOD PARK,44.0,82.0,2018-08-01,2018,8,114,2018-09-01
3073,LOGAN SQUARE,809.0,50.0,2018-08-01,2018,8,405,2018-09-01
3074,PORTAGE PARK,122.0,60.0,2018-08-01,2018,8,275,2018-09-01
3075,BELMONT CRAGIN,293.0,68.0,2018-08-01,2018,8,393,2018-09-01
3076,WEST ENGLEWOOD,26.0,14.0,2018-08-01,2018,8,626,2018-09-01
3077,CHICAGO LAWN,140.0,22.0,2018-08-01,2018,8,461,2018-09-01
3078,HERMOSA,75.0,7.0,2018-08-01,2018,8,116,2018-09-01
3079,ROSELAND,18.0,61.0,2018-08-01,2018,8,567,2018-09-01
3080,LINCOLN SQUARE,306.0,33.0,2018-08-01,2018,8,187,2018-09-01
3081,BRIGHTON PARK,434.0,16.0,2018-08-01,2018,8,203,2018-09-01
3082,UPTOWN,189.0,36.0,2018-08-01,2018,8,328,2018-09-01
3083,IRVING PARK,242.0,53.0,2018-08-01,2018,8,218,2018-09-01
3084,WEST TOWN,687.0,80.0,2018-08-01,2018,8,650,2018-09-01
3085,EDGEWATER,147.0,34.0,2018-08-01,2018,8,271,2018-09-01
3086,AVONDALE,511.0,15.0,2018-08-01,2018,8,177,2018-09-01
3087,WEST RIDGE,98.0,69.0,2018-08-01,2018,8,272,2018-09-01
3088,ENGLEWOOD,35.0,24.0,2018-09-01,2018,9,484,2018-10-01
3089,ARMOUR SQUARE,37.0,3.0,2018-09-01,2018,9,90,2018-10-01
3090,FULLER PARK,10.0,6.0,2018-09-01,2018,9,75,2018-10-01
3091,NORTH PARK,31.0,12.0,2018-09-01,2018,9,91,2018-10-01
3092,GREATER GRAND CROSSING,27.0,24.0,2018-09-01,2018,9,487,2018-10-01
3093,SOUTH SHORE,9.0,26.0,2018-09-01,2018,9,705,2018-10-01
3094,OAKLAND,3.0,1.0,2018-09-01,2018,9,63,2018-10-01
3095,MORGAN PARK,7.0,23.0,2018-09-01,2018,9,168,2018-10-01
3096,SOUTH DEERING,8.0,31.0,2018-09-01,2018,9,156,2018-10-01
3097,WOODLAWN,4.0,16.0,2018-09-01,2018,9,272,2018-10-01
3098,AVALON PARK,1.0,13.0,2018-09-01,2018,9,101,2018-10-01
3099,MONTCLARE,10.0,7.0,2018-09-01,2018,9,39,2018-10-01
3100,KENWOOD,2.0,10.0,2018-09-01,2018,9,119,2018-10-01
3101,CHATHAM,10.0,37.0,2018-09-01,2018,9,546,2018-10-01
3102,WASHINGTON HEIGHTS,17.0,19.0,2018-09-01,2018,9,251,2018-10-01
3103,WEST PULLMAN,10.0,16.0,2018-09-01,2018,9,314,2018-10-01
3104,SOUTH CHICAGO,8.0,23.0,2018-09-01,2018,9,379,2018-10-01
3105,BEVERLY,19.0,48.0,2018-09-01,2018,9,75,2018-10-01
3106,WEST LAWN,66.0,28.0,2018-09-01,2018,9,147,2018-10-01
3107,AUBURN GRESHAM,32.0,21.0,2018-09-01,2018,9,666,2018-10-01
3108,CLEARING,15.0,5.0,2018-09-01,2018,9,89,2018-10-01
3109,EAST SIDE,29.0,11.0,2018-09-01,2018,9,82,2018-10-01
3110,OHARE,2.0,32.0,2018-09-01,2018,9,151,2018-10-01
3111,NORTH LAWNDALE,81.0,49.0,2018-09-01,2018,9,845,2018-10-01
3112,WASHINGTON PARK,6.0,3.0,2018-09-01,2018,9,183,2018-10-01
3113,GRAND BOULEVARD,15.0,15.0,2018-09-01,2018,9,249,2018-10-01
3114,DOUGLAS,11.0,4.0,2018-09-01,2018,9,230,2018-10-01
3115,HYDE PARK,20.0,23.0,2018-09-01,2018,9,219,2018-10-01
3116,LOOP,139.0,40.0,2018-09-01,2018,9,876,2018-10-01
3117,SOUTH LAWNDALE,379.0,46.0,2018-09-01,2018,9,388,2018-10-01
3118,BRIDGEPORT,107.0,7.0,2018-09-01,2018,9,114,2018-10-01
3119,FOREST GLEN,58.0,53.0,2018-09-01,2018,9,40,2018-10-01
3120,NORWOOD PARK,26.0,70.0,2018-09-01,2018,9,93,2018-10-01
3121,EAST GARFIELD PARK,44.0,23.0,2018-09-01,2018,9,425,2018-10-01
3122,ALBANY PARK,140.0,24.0,2018-09-01,2018,9,211,2018-10-01
3123,WEST ENGLEWOOD,46.0,12.0,2018-09-01,2018,9,586,2018-10-01
3124,UPTOWN,238.0,14.0,2018-09-01,2018,9,321,2018-10-01
3125,GARFIELD RIDGE,48.0,21.0,2018-09-01,2018,9,151,2018-10-01
3126,IRVING PARK,155.0,46.0,2018-09-01,2018,9,233,2018-10-01
3127,JEFFERSON PARK,31.0,43.0,2018-09-01,2018,9,81,2018-10-01
3128,ASHBURN,50.0,16.0,2018-09-01,2018,9,199,2018-10-01
3129,PORTAGE PARK,76.0,27.0,2018-09-01,2018,9,254,2018-10-01
3130,AVONDALE,293.0,20.0,2018-09-01,2018,9,228,2018-10-01
